docked_cbu_geom_id,docked_cbu_energy,cbu_nickname,bare_ion_formula,bare_ion_radius,ion_valence,empty_cbu_geom_id,empty_cbu_energy,solvated_cbu_energy,bare_ion_energy,solvated_ion_energy,solvated_dock_geom_id,solvated_dock_energy,rel_vac_docked_energy,rel_sol_docked_energy,ion_binding_energy,solvated_ion_binding_energy,bare_solvated_binding_diff,sol_sol_ion_binding_energy
481215225,-11413.210814806711,ufi,Ba+2,149,divalent,449302698,-11387.684073536633,-11388.128326719727,-24.918320848578,-25.308147011253,573240154.0,-11413.470122691895,12.159702372227313,8.628226814588583,-1597.4079383317185,-573.9192702632738,1023.4886680684447,-88.34535361280187
462149255,-11597.074728289872,sod,Na+,116,monovalent,448064600,-11434.79102406183,-11435.074564493489,-162.080818395016,-162.195871800502,573569444.0,-11597.299641655329,0.0,0.0,-532.6767951883904,-230.60405607419307,302.07273911419736,-76.67868203421659
461444434,-15245.616383223845,pau,Sr+2,132,divalent,448075212,-15214.943052429484,-15215.464385420764,-30.100213482909,-30.519775878949,573209436.0,-15246.013838450675,41.75896965739145,1.644615862069285,-1504.7196158417191,-403.1584611262109,1101.561154715508,-77.91736578639838
462277901,-11413.195094988678,ufi,Ba+2,149,divalent,449302567,-11387.682898955218,-11388.129545576085,-24.918320848578,-25.308147011253,573793802.0,-11413.46994068973,53.432087762294834,9.106073533530001,-1559.2194166826955,-535.7307486142507,1023.4886680684448,-84.66739928266094
463250099,-5677.564806352794,d6r,Sr+2,132,divalent,448062841,-5646.781843381914,-5647.137938014179,-30.100213482909,-30.519775878949,573503374.0,-5677.655798136536,51.07154094381675,58.57562445328428,-1792.5589172187138,-690.9977625032055,1101.561154715508,5.029819315508082
462147753,-11597.047886472545,ufi,Na+,116,monovalent,449299295,-11434.779432352667,-11435.055400310788,-162.080818395016,-162.195871800502,573799054.0,-11597.277775814826,16.79158844944162,5.441824250683895,-492.6376331517802,-190.56489403758292,302.0727391141973,-69.58547893370904
462276193,-15245.504502073909,pau,Sr+2,132,divalent,448070634,-15214.873335689555,-15215.439668118544,-30.100213482909,-30.519775878949,573503521.0,-15245.987524211203,335.5029511915874,70.73265685973682,-1394.0169489330976,-292.45579421758936,1101.5611547155083,-73.72460671045853
461439844,-15245.60801731662,pau,Sr+2,132,divalent,448070372,-15214.957611891605,-15215.464838010002,-30.100213482909,-30.519775878949,,,63.723660752717045,,-1444.529054036302,-342.96789932079383,1101.5611547155083,
462149192,-15245.574445472206,pau,Sr+2,132,divalent,448072197,-15214.94635656686,-15215.46420393015,-30.100213482909,-30.519775878949,573632979.0,-15246.012061699872,151.8665449734646,6.30947545174937,-1385.9370271857574,-284.3758724702491,1101.5611547155083,-73.72900983905807
462353432,-11418.385418800144,ufi,Sr+2,132,divalent,449301550,-11387.686850115335,-11388.12844599841,-30.100213482909,-30.519775878949,573209438.0,-11418.679248015695,10.2852567174301,5.799810480746585,-1570.9817022602517,-469.42054754474356,1101.561154715508,-81.45913240320382
